owner,period,metric_type,value,unit,objective
kaixiong.wang,2025 年 7 月,交付量,1,台,"### 七月份交付1台，L90大定4台，锁单两台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430188032002, Owner: miao.wang4 (open_id: ou_9c87bd758f522a0ca307064d9ff71b43)

#### Key Results:
1. 月度试驾总..."
kaixiong.wang,2025 年 7 月,锁单量,1,台,"### 七月份交付1台，L90大定4台，锁单两台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430188032002, Owner: miao.wang4 (open_id: ou_9c87bd758f522a0ca307064d9ff71b43)

#### Key Results:
1. 月度试驾总..."
kaixiong.wang,2025 年 7 月,锁单量,2,台,"### 七月份交付1台，L90大定4台，锁单两台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430188032002, Owner: miao.wang4 (open_id: ou_9c87bd758f522a0ca307064d9ff71b43)

#### Key Results:
1. 月度试驾总..."
kaixiong.wang,2025 年 7 月,锁单量,1,台,"### 七月份交付1台，L90大定4台，锁单两台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430188032002, Owner: miao.wang4 (open_id: ou_9c87bd758f522a0ca307064d9ff71b43)

#### Key Results:
1. 月度试驾总..."
kaixiong.wang,2025 年 7 月,锁单量,2,台,"### 七月份交付1台，L90大定4台，锁单两台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430188032002, Owner: miao.wang4 (open_id: ou_9c87bd758f522a0ca307064d9ff71b43)

#### Key Results:
1. 月度试驾总..."
kaixiong.wang,2025 年 7 月,锁单量,1,台,"### 七月份交付1台，L90大定4台，锁单两台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430188032002, Owner: miao.wang4 (open_id: ou_9c87bd758f522a0ca307064d9ff71b43)

#### Key Results:
1. 月度试驾总..."
kaixiong.wang,2025 年 7 月,锁单量,2,台,"### 七月份交付1台，L90大定4台，锁单两台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430188032002, Owner: miao.wang4 (open_id: ou_9c87bd758f522a0ca307064d9ff71b43)

#### Key Results:
1. 月度试驾总..."
kennys.shen,2025 年 7 月,新增建联量,95,人,"### 多建联多建信：月度新增建联≥95 人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272549879811, Owner: jiemin.zhou (open_id: ou_939322f894b92ea23d51ec23762b7106)

#### Key Results:
1...."
kennys.shen,2025 年 7 月,新增建联量,95,人,"### 多建联多建信：月度新增建联≥95 人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272549879811, Owner: jiemin.zhou (open_id: ou_939322f894b92ea23d51ec23762b7106)

#### Key Results:
1...."
kennys.shen,2025 年 7 月,新增建联量,65,人,"### 多建联多建信：月度新增建联≥95 人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272549879811, Owner: jiemin.zhou (open_id: ou_939322f894b92ea23d51ec23762b7106)

#### Key Results:
1...."
kennys.shen,2025 年 7 月,新增建联量,45,人,"### 多建联多建信：月度新增建联≥95 人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272549879811, Owner: jiemin.zhou (open_id: ou_939322f894b92ea23d51ec23762b7106)

#### Key Results:
1...."
kennys.shen,2025 年 7 月,新增建联量,45,人,"### 多建联多建信：月度新增建联≥95 人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272549879811, Owner: jiemin.zhou (open_id: ou_939322f894b92ea23d51ec23762b7106)

#### Key Results:
1...."
kennys.shen,2025 年 7 月,新增建联量,25,人,"### 多建联多建信：月度新增建联≥95 人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272549879811, Owner: jiemin.zhou (open_id: ou_939322f894b92ea23d51ec23762b7106)

#### Key Results:
1...."
kennys.shen,2025 年 7 月,新增建联量,65,人,"### 多建联多建信：月度新增建联≥95 人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272549879811, Owner: jiemin.zhou (open_id: ou_939322f894b92ea23d51ec23762b7106)

#### Key Results:
1...."
kennys.shen,2025 年 7 月,新增建联量,45,人,"### 多建联多建信：月度新增建联≥95 人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272549879811, Owner: jiemin.zhou (open_id: ou_939322f894b92ea23d51ec23762b7106)

#### Key Results:
1...."
kennys.shen,2025 年 7 月,新增建联量,45,人,"### 多建联多建信：月度新增建联≥95 人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272549879811, Owner: jiemin.zhou (open_id: ou_939322f894b92ea23d51ec23762b7106)

#### Key Results:
1...."
kennys.shen,2025 年 7 月,新增建联量,25,人,"### 多建联多建信：月度新增建联≥95 人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272549879811, Owner: jiemin.zhou (open_id: ou_939322f894b92ea23d51ec23762b7106)

#### Key Results:
1...."
kevin.xu13,2025 年 7 月,交付量,3,台,"### 多卖车，多挣钱，完成月度交付3台目标
- **Progress:** 0%
- **Score:** 0

---"
kevin.xu13,2025 年 7 月,交付量,3,台,"### 多卖车，多挣钱，完成月度交付3台目标
- **Progress:** 0%
- **Score:** 0

---"
kim.chen2,2025 年 7 月,锁单量,2,台,"### 完成月锁单2台
冲刺目标3台
交付目标2台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935789084, Owner: kun.xiong2 (open_id: ou_da69278049ad19e62f2e7c5512cb5396)

#### Key Results:
1. 日过程数..."
kim.chen2,2025 年 7 月,锁单量,2,台,"### 完成月锁单2台
冲刺目标3台
交付目标2台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935789084, Owner: kun.xiong2 (open_id: ou_da69278049ad19e62f2e7c5512cb5396)

#### Key Results:
1. 日过程数..."
kitty.yu,2025 年 7 月,新增建联量,30,人,"### 本月建联达到70个，建信达到15个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 线上通过小红书或抖音发布产品内容形成线索15个，线下门店建信建联30个，打call完成建信建联40个
    - Progress: 0%
    - Score: 0

---"
kitty.yu,2025 年 7 月,新增建联量,40,人,"### 本月建联达到70个，建信达到15个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 线上通过小红书或抖音发布产品内容形成线索15个，线下门店建信建联30个，打call完成建信建联40个
    - Progress: 0%
    - Score: 0

---"
kitty.yu,2025 年 7 月,新增建联量,30,人,"### 本月建联达到70个，建信达到15个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 线上通过小红书或抖音发布产品内容形成线索15个，线下门店建信建联30个，打call完成建信建联40个
    - Progress: 0%
    - Score: 0

---"
kitty.yu,2025 年 7 月,新增建联量,40,人,"### 本月建联达到70个，建信达到15个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 线上通过小红书或抖音发布产品内容形成线索15个，线下门店建信建联30个，打call完成建信建联40个
    - Progress: 0%
    - Score: 0

---"
kk.zhou2,2025 年 7 月,新增建联量,40,人,"### V2（多建联多建信）：当月新增建联 ≥100人，总建联人数 ≥ 160 人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1：月度新增建联 ≥ 100人（其中主动建联 ≥ 30人，门店路演建联 ≥ 30人，小红书抖音平台建联≥40
    - Progress: 0%
    - Score: 0
2. A2..."
klein.lin2,2025 年 7 月,新增建联量,170,人,"### 建立广泛有效联系，达成建联170，外呼780，试驾48批目标
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 通过线下门店接待、外拓活动，竞品拦截、抖音小红书等渠道达成每日7个建联目标
    - Progress: 0%
    - Score: 0
2. 精准外呼邀约转化，每日完成30有效外呼
    - Progress..."
klein.lin2,2025 年 7 月,试驾量,48,组,"### 建立广泛有效联系，达成建联170，外呼780，试驾48批目标
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 通过线下门店接待、外拓活动，竞品拦截、抖音小红书等渠道达成每日7个建联目标
    - Progress: 0%
    - Score: 0
2. 精准外呼邀约转化，每日完成30有效外呼
    - Progress..."
klein.lin2,2025 年 7 月,试驾量,12,组,"### 建立广泛有效联系，达成建联170，外呼780，试驾48批目标
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 通过线下门店接待、外拓活动，竞品拦截、抖音小红书等渠道达成每日7个建联目标
    - Progress: 0%
    - Score: 0
2. 精准外呼邀约转化，每日完成30有效外呼
    - Progress..."
klein.lin2,2025 年 7 月,试驾量,48,组,"### 建立广泛有效联系，达成建联170，外呼780，试驾48批目标
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 通过线下门店接待、外拓活动，竞品拦截、抖音小红书等渠道达成每日7个建联目标
    - Progress: 0%
    - Score: 0
2. 精准外呼邀约转化，每日完成30有效外呼
    - Progress..."
klein.lin2,2025 年 7 月,锁单量,1,台,"### 业绩目标完成，达成L90小定目标7，L60锁单1，L60交付目标1
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 接触客户百分百触达新车型，目标客户群体邀请小定
    - Progress: 0%
    - Score: 0
2. 深挖客户需求，结合客户画像讲解亮点，持续种草转化
    - Progress: 0%
 ..."
klein.lin2,2025 年 7 月,锁单量,1,台,"### 业绩目标完成，达成L90小定目标7，L60锁单1，L60交付目标1
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 接触客户百分百触达新车型，目标客户群体邀请小定
    - Progress: 0%
    - Score: 0
2. 深挖客户需求，结合客户画像讲解亮点，持续种草转化
    - Progress: 0%
 ..."
landon.zhu,2025 年 7 月,新增建联量,30,人,"### 每周试驾5个，建联30个用户
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日通过门店接待以及电话搜寻用户
    - Progress: 0%
    - Score: 0

---"
landon.zhu,2025 年 7 月,新增建联量,30,人,"### 每周试驾5个，建联30个用户
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日通过门店接待以及电话搜寻用户
    - Progress: 0%
    - Score: 0

---"
landon.zhu,2025 年 7 月,试驾量,5,组,"### 每周试驾5个，建联30个用户
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日通过门店接待以及电话搜寻用户
    - Progress: 0%
    - Score: 0

---"
landon.zhu,2025 年 7 月,试驾量,5,组,"### 每周试驾5个，建联30个用户
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日通过门店接待以及电话搜寻用户
    - Progress: 0%
    - Score: 0

---"
landon.zhu,2025 年 7 月,锁单量,2,台,"### 7月完成l60锁单2台l90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7月10号之前fc上表10个，每日重点跟进推进梳理替换fc表
    - Progress: 0%
    - Score: 0

---"
landon.zhu,2025 年 7 月,锁单量,1,台,"### 7月完成l60锁单2台l90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7月10号之前fc上表10个，每日重点跟进推进梳理替换fc表
    - Progress: 0%
    - Score: 0

---"
landon.zhu,2025 年 7 月,锁单量,2,台,"### 7月完成l60锁单2台l90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7月10号之前fc上表10个，每日重点跟进推进梳理替换fc表
    - Progress: 0%
    - Score: 0

---"
landon.zhu,2025 年 7 月,锁单量,1,台,"### 7月完成l60锁单2台l90锁单1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 7月10号之前fc上表10个，每日重点跟进推进梳理替换fc表
    - Progress: 0%
    - Score: 0

---"
lealon.peng2,2025 年 7 月,交付量,1,台,"### 当月新增建联>200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752356354, Owner: jing.guo12 (open_id: ou_db985514076454a6bb790a2b3ad99cc5)
    - 目标: 7516653426752356354, ..."
lealon.peng2,2025 年 7 月,新增建联量,200,人,"### 当月新增建联>200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752356354, Owner: jing.guo12 (open_id: ou_db985514076454a6bb790a2b3ad99cc5)
    - 目标: 7516653426752356354, ..."
lealon.peng2,2025 年 7 月,新增建联量,200,人,"### 当月新增建联>200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752356354, Owner: jing.guo12 (open_id: ou_db985514076454a6bb790a2b3ad99cc5)
    - 目标: 7516653426752356354, ..."
lealon.peng2,2025 年 7 月,新增建联量,200,人,"### 当月新增建联>200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752356354, Owner: jing.guo12 (open_id: ou_db985514076454a6bb790a2b3ad99cc5)
    - 目标: 7516653426752356354, ..."
lealon.peng2,2025 年 7 月,新增建联量,200,人,"### 当月新增建联>200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752356354, Owner: jing.guo12 (open_id: ou_db985514076454a6bb790a2b3ad99cc5)
    - 目标: 7516653426752356354, ..."
lealon.peng2,2025 年 7 月,新增建联量,4,人,"### 当月新增建联>200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752356354, Owner: jing.guo12 (open_id: ou_db985514076454a6bb790a2b3ad99cc5)
    - 目标: 7516653426752356354, ..."
leo.li55,2025 年 7 月,交付量,1,台,"### 完成月度车辆销售交付≥1，总亏损小于2万元
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427725811714, Owner: qin.zhang6 (open_id: ou_e53f7a601aca2cb0935f04d33901e0a6)
    - 目标: 7516653427725811..."
leo.li55,2025 年 7 月,新增建联量,4,人,"### 多建联多建信）人均新老建联日均>8，其中新建联>4/人/日，并在当月持续建信，关注试驾转化、企微有效互动、电话外呼等建信指标。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 目标设定：日均4建联+2TD+2TSS+30企微信息+30call作为工作量标准
日目标-FL：新机会-企微建联 30 试驾3 TSS 2
周目标-FL..."
leo.li55,2025 年 7 月,试驾量,3,组,"### 多建联多建信）人均新老建联日均>8，其中新建联>4/人/日，并在当月持续建信，关注试驾转化、企微有效互动、电话外呼等建信指标。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 目标设定：日均4建联+2TD+2TSS+30企微信息+30call作为工作量标准
日目标-FL：新机会-企微建联 30 试驾3 TSS 2
周目标-FL..."
leo.liu33,2025 年 7 月,交付量,2,台,"### (多卖车多赚钱):完成L60月度锁单及交付2台(挑战目标4台)
A1) 月度L60锁单及交付目标2台
A2）月度试驾量>40组
A3）月度总跟进数>1080组 日跟进量>40组

(多建联多建信):月度个人新增建联>97组 
A1)月度个人新增建联>97组 
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心..."
leo.liu33,2025 年 7 月,交付量,2,台,"### (多卖车多赚钱):完成L60月度锁单及交付2台(挑战目标4台)
A1) 月度L60锁单及交付目标2台
A2）月度试驾量>40组
A3）月度总跟进数>1080组 日跟进量>40组

(多建联多建信):月度个人新增建联>97组 
A1)月度个人新增建联>97组 
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心..."
leo.liu33,2025 年 7 月,新增建联量,97,人,"### (多卖车多赚钱):完成L60月度锁单及交付2台(挑战目标4台)
A1) 月度L60锁单及交付目标2台
A2）月度试驾量>40组
A3）月度总跟进数>1080组 日跟进量>40组

(多建联多建信):月度个人新增建联>97组 
A1)月度个人新增建联>97组 
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心..."
leo.liu33,2025 年 7 月,新增建联量,97,人,"### (多卖车多赚钱):完成L60月度锁单及交付2台(挑战目标4台)
A1) 月度L60锁单及交付目标2台
A2）月度试驾量>40组
A3）月度总跟进数>1080组 日跟进量>40组

(多建联多建信):月度个人新增建联>97组 
A1)月度个人新增建联>97组 
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心..."
